filename,filepath,format,resolution,source,colour_mode,compression,channels,capture_device,file_size,label
hard_82_0011.jpg,dataset/training_fake/hard_82_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,174173,0
mid_14_1101.jpg,dataset/training_fake/mid_14_1101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,85913,0
mid_453_1111.jpg,dataset/training_fake/mid_453_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,100728,0
mid_452_1111.jpg,dataset/training_fake/mid_452_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,93244,0
easy_80_0001.jpg,dataset/training_fake/easy_80_0001.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,249395,0
hard_116_1101.jpg,dataset/training_fake/hard_116_1101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,44875,0
easy_135_0011.jpg,dataset/training_fake/easy_135_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,118162,0
mid_8_1111.jpg,dataset/training_fake/mid_8_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,123744,0
mid_37_1111.jpg,dataset/training_fake/mid_37_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,131945,0
mid_210_0011.jpg,dataset/training_fake/mid_210_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,84911,0
mid_152_1100.jpg,dataset/training_fake/mid_152_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,147527,0
mid_335_1100.jpg,dataset/training_fake/mid_335_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,74876,0
hard_209_1011.jpg,dataset/training_fake/hard_209_1011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,120442,0
easy_197_1111.jpg,dataset/training_fake/easy_197_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,97836,0
hard_142_1110.jpg,dataset/training_fake/hard_142_1110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,61839,0
easy_31_0011.jpg,dataset/training_fake/easy_31_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,125042,0
easy_87_0110.jpg,dataset/training_fake/easy_87_0110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,104960,0
hard_36_1101.jpg,dataset/training_fake/hard_36_1101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,98161,0
mid_91_1111.jpg,dataset/training_fake/mid_91_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,142226,0
mid_45_0010.jpg,dataset/training_fake/mid_45_0010.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,86308,0
easy_28_1100.jpg,dataset/training_fake/easy_28_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,94914,0
mid_90_1111.jpg,dataset/training_fake/mid_90_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,93470,0
mid_166_1100.jpg,dataset/training_fake/mid_166_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,125925,0
mid_167_1100.jpg,dataset/training_fake/mid_167_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,60704,0
easy_138_0101.jpg,dataset/training_fake/easy_138_0101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,92632,0
hard_192_1111.jpg,dataset/training_fake/hard_192_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,138171,0
easy_147_1110.jpg,dataset/training_fake/easy_147_1110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,154750,0
hard_193_1111.jpg,dataset/training_fake/hard_193_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,125931,0
easy_146_1110.jpg,dataset/training_fake/easy_146_1110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,133599,0
hard_100_1111.jpg,dataset/training_fake/hard_100_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,87311,0
hard_153_1011.jpg,dataset/training_fake/hard_153_1011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,81830,0
hard_235_0001.jpg,dataset/training_fake/hard_235_0001.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,78900,0
easy_96_0011.jpg,dataset/training_fake/easy_96_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,88573,0
hard_95_0001.jpg,dataset/training_fake/hard_95_0001.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,357142,0
hard_87_1111.jpg,dataset/training_fake/hard_87_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,245624,0
mid_348_1100.jpg,dataset/training_fake/mid_348_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,94877,0
easy_217_1111.jpg,dataset/training_fake/easy_217_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,118365,0
mid_467_1111.jpg,dataset/training_fake/mid_467_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,117745,0
mid_466_1111.jpg,dataset/training_fake/mid_466_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,150925,0
hard_195_1000.jpg,dataset/training_fake/hard_195_1000.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,68505,0
mid_169_0001.jpg,dataset/training_fake/mid_169_0001.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,99847,0
hard_181_0001.jpg,dataset/training_fake/hard_181_0001.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,66751,0
hard_154_1100.jpg,dataset/training_fake/hard_154_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,60115,0
hard_15_1111.jpg,dataset/training_fake/hard_15_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,82774,0
easy_178_1111.jpg,dataset/training_fake/easy_178_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,106947,0
mid_240_1100.jpg,dataset/training_fake/mid_240_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,142093,0
hard_14_1111.jpg,dataset/training_fake/hard_14_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,104795,0
mid_144_1110.jpg,dataset/training_fake/mid_144_1110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,168971,0
easy_148_0011.jpg,dataset/training_fake/easy_148_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,87127,0
mid_322_1111.jpg,dataset/training_fake/mid_322_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,61990,0
mid_145_1111.jpg,dataset/training_fake/mid_145_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,155077,0
mid_421_0011.jpg,dataset/training_fake/mid_421_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,116808,0
easy_203_0111.jpg,dataset/training_fake/easy_203_0111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,106413,0
mid_410_1111.jpg,dataset/training_fake/mid_410_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,93850,0
mid_411_1111.jpg,dataset/training_fake/mid_411_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,77731,0
easy_7_1100.jpg,dataset/training_fake/easy_7_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,179814,0
hard_141_0100.jpg,dataset/training_fake/hard_141_0100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,60066,0
hard_122_1100.jpg,dataset/training_fake/hard_122_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,97148,0
mid_248_0111.jpg,dataset/training_fake/mid_248_0111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,104152,0
mid_354_1110.jpg,dataset/training_fake/mid_354_1110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,81733,0
mid_393_1101.jpg,dataset/training_fake/mid_393_1101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,114928,0
mid_458_1111.jpg,dataset/training_fake/mid_458_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,174496,0
easy_218_0011.jpg,dataset/training_fake/easy_218_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,129498,0
mid_110_1100.jpg,dataset/training_fake/mid_110_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,121893,0
easy_101_0010.jpg,dataset/training_fake/easy_101_0010.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,91194,0
mid_74_1111.jpg,dataset/training_fake/mid_74_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,135490,0
mid_75_1111.jpg,dataset/training_fake/mid_75_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,82341,0
mid_262_1111.jpg,dataset/training_fake/mid_262_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,83630,0
easy_18_0011.jpg,dataset/training_fake/easy_18_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,149464,0
easy_139_0110.jpg,dataset/training_fake/easy_139_0110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,137757,0
mid_286_1100.jpg,dataset/training_fake/mid_286_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,59380,0
mid_331_0011.jpg,dataset/training_fake/mid_331_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,72387,0
mid_402_0011.jpg,dataset/training_fake/mid_402_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,113354,0
easy_210_1011.jpg,dataset/training_fake/easy_210_1011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,113026,0
easy_34_1100.jpg,dataset/training_fake/easy_34_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,107095,0
easy_221_0111.jpg,dataset/training_fake/easy_221_0111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,167640,0
mid_432_1111.jpg,dataset/training_fake/mid_432_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,134433,0
mid_209_1111.jpg,dataset/training_fake/mid_209_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,148423,0
easy_186_1001.jpg,dataset/training_fake/easy_186_1001.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,142491,0
hard_219_1101.jpg,dataset/training_fake/hard_219_1101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,68635,0
hard_41_1111.jpg,dataset/training_fake/hard_41_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,99141,0
hard_40_1111.jpg,dataset/training_fake/hard_40_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,126336,0
mid_392_1111.jpg,dataset/training_fake/mid_392_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,120695,0
hard_63_1101.jpg,dataset/training_fake/hard_63_1101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,152831,0
hard_86_1100.jpg,dataset/training_fake/hard_86_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,289734,0
mid_2_1101.jpg,dataset/training_fake/mid_2_1101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,108569,0
easy_6_1110.jpg,dataset/training_fake/easy_6_1110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,147548,0
easy_60_1111.jpg,dataset/training_fake/easy_60_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,130989,0
hard_227_1100.jpg,dataset/training_fake/hard_227_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,75282,0
mid_349_1111.jpg,dataset/training_fake/mid_349_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,40386,0
easy_216_1100.jpg,dataset/training_fake/easy_216_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,104363,0
easy_181_1110.jpg,dataset/training_fake/easy_181_1110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,129925,0
mid_19_1000.jpg,dataset/training_fake/mid_19_1000.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,152814,0
easy_155_0011.jpg,dataset/training_fake/easy_155_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,189554,0
easy_45_1010.jpg,dataset/training_fake/easy_45_1010.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,145723,0
easy_164_1111.jpg,dataset/training_fake/easy_164_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,79728,0
mid_57_1111.jpg,dataset/training_fake/mid_57_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,73512,0
mid_56_1111.jpg,dataset/training_fake/mid_56_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,73216,0
mid_323_1101.jpg,dataset/training_fake/mid_323_1101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,56564,0
mid_241_1111.jpg,dataset/training_fake/mid_241_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,118053,0
easy_16_1111.jpg,dataset/training_fake/easy_16_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,113491,0
hard_180_0011.jpg,dataset/training_fake/hard_180_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,67522,0
mid_159_1111.jpg,dataset/training_fake/mid_159_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,253872,0
hard_123_1111.jpg,dataset/training_fake/hard_123_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,97410,0
easy_85_1111.jpg,dataset/training_fake/easy_85_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,150916,0
mid_3_1100.jpg,dataset/training_fake/mid_3_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,101231,0
hard_113_0011.jpg,dataset/training_fake/hard_113_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,105160,0
mid_20_1111.jpg,dataset/training_fake/mid_20_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,110050,0
mid_237_1111.jpg,dataset/training_fake/mid_237_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,50162,0
mid_236_1111.jpg,dataset/training_fake/mid_236_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,53398,0
easy_8_0010.jpg,dataset/training_fake/easy_8_0010.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,189661,0
mid_347_0011.jpg,dataset/training_fake/mid_347_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,49884,0
mid_346_0011.jpg,dataset/training_fake/mid_346_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,49753,0
easy_235_1111.jpg,dataset/training_fake/easy_235_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,184245,0
hard_187_0100.jpg,dataset/training_fake/hard_187_0100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,61558,0
mid_444_1111.jpg,dataset/training_fake/mid_444_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,166433,0
mid_208_1110.jpg,dataset/training_fake/mid_208_1110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,67389,0
easy_43_1100.jpg,dataset/training_fake/easy_43_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,117415,0
easy_163_1001.jpg,dataset/training_fake/easy_163_1001.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,167508,0
mid_445_1111.jpg,dataset/training_fake/mid_445_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,94937,0
easy_130_1101.jpg,dataset/training_fake/easy_130_1101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,88529,0
mid_69_1111.jpg,dataset/training_fake/mid_69_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,117474,0
hard_211_0110.jpg,dataset/training_fake/hard_211_0110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,126704,0
mid_68_1111.jpg,dataset/training_fake/mid_68_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,64110,0
mid_182_1111.jpg,dataset/training_fake/mid_182_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,110066,0
mid_263_1100.jpg,dataset/training_fake/mid_263_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,45602,0
hard_37_1111.jpg,dataset/training_fake/hard_37_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,106057,0
mid_183_1111.jpg,dataset/training_fake/mid_183_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,68655,0
hard_139_1011.jpg,dataset/training_fake/hard_139_1011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,82727,0
mid_134_1010.jpg,dataset/training_fake/mid_134_1010.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,128632,0
mid_218_1011.jpg,dataset/training_fake/mid_218_1011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,104234,0
mid_256_1100.jpg,dataset/training_fake/mid_256_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,90360,0
mid_115_0011.jpg,dataset/training_fake/mid_115_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,103745,0
mid_372_0011.jpg,dataset/training_fake/mid_372_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,125330,0
hard_7_1111.jpg,dataset/training_fake/hard_7_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,116814,0
mid_343_1111.jpg,dataset/training_fake/mid_343_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,85376,0
mid_125_1111.jpg,dataset/training_fake/mid_125_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,255511,0
mid_471_1111.jpg,dataset/training_fake/mid_471_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,136030,0
easy_182_0100.jpg,dataset/training_fake/easy_182_0100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,108823,0
hard_231_1111.jpg,dataset/training_fake/hard_231_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,122578,0
mid_441_0011.jpg,dataset/training_fake/mid_441_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,95484,0
easy_134_0001.jpg,dataset/training_fake/easy_134_0001.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,107160,0
hard_135_1101.jpg,dataset/training_fake/hard_135_1101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,66672,0
hard_58_0001.jpg,dataset/training_fake/hard_58_0001.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,151661,0
hard_127_0011.jpg,dataset/training_fake/hard_127_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,64207,0
hard_212_1101.jpg,dataset/training_fake/hard_212_1101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,124713,0
mid_165_0101.jpg,dataset/training_fake/mid_165_0101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,99181,0
mid_136_0001.jpg,dataset/training_fake/mid_136_0001.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,236211,0
mid_203_1111.jpg,dataset/training_fake/mid_203_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,123035,0
mid_385_1100.jpg,dataset/training_fake/mid_385_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,116477,0
easy_79_0001.jpg,dataset/training_fake/easy_79_0001.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,77684,0
mid_15_1111.jpg,dataset/training_fake/mid_15_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,80859,0
mid_62_1110.jpg,dataset/training_fake/mid_62_1110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,84408,0
mid_171_1100.jpg,dataset/training_fake/mid_171_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,74525,0
hard_21_1101.jpg,dataset/training_fake/hard_21_1101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,114460,0
mid_86_1111.jpg,dataset/training_fake/mid_86_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,91102,0
hard_198_1100.jpg,dataset/training_fake/hard_198_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,52760,0
mid_87_1111.jpg,dataset/training_fake/mid_87_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,117542,0
easy_207_1000.jpg,dataset/training_fake/easy_207_1000.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,131437,0
easy_132_0110.jpg,dataset/training_fake/easy_132_0110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,101048,0
easy_151_1110.jpg,dataset/training_fake/easy_151_1110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,118252,0
mid_188_1111.jpg,dataset/training_fake/mid_188_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,98209,0
mid_368_0110.jpg,dataset/training_fake/mid_368_0110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,87958,0
mid_269_1100.jpg,dataset/training_fake/mid_269_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,35539,0
hard_236_1001.jpg,dataset/training_fake/hard_236_1001.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,131908,0
easy_160_0011.jpg,dataset/training_fake/easy_160_0011.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,147778,0
hard_160_1111.jpg,dataset/training_fake/hard_160_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,299785,0
mid_63_1111.jpg,dataset/training_fake/mid_63_1111.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,127975,0
hard_97_1001.jpg,dataset/training_fake/hard_97_1001.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,104482,0
mid_317_1101.jpg,dataset/training_fake/mid_317_1101.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,58340,0
mid_360_1100.jpg,dataset/training_fake/mid_360_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,68391,0
hard_67_0001.jpg,dataset/training_fake/hard_67_0001.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,294224,0
mid_202_1110.jpg,dataset/training_fake/mid_202_1110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,147039,0
hard_117_1110.jpg,dataset/training_fake/hard_117_1110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,107131,0
easy_200_1110.jpg,dataset/training_fake/easy_200_1110.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,123475,0
hard_134_1100.jpg,dataset/training_fake/hard_134_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,73546,0
easy_105_1100.jpg,dataset/training_fake/easy_105_1100.jpg,JPEG,600 x 600,dataset,RGB,unknown,3,unknown,112633,0
